Gene	SampleNumber
KIAA0100	1
KIAA0141	1
KIAA0182	1
KIAA0196	1
KIAA0226L	1
KIAA0317	1
KIAA0355	1
KIAA0368	1
KIAA0430	1
KIAA0528	1
KIAA0556	1
KIAA0922	1
KIAA1009	1
KIAA1161	1
KIAA1199	1
KIAA1324	1
KIAA1429	1
KIAA1430	1
KIAA1432	1
KIAA1524	1
KIAA1586	1
KIAA1609	1
KIAA1614	1
KIAA1755	1
KIAA1958	1
KIDINS220	1
KIF15	1
KIF17	1
KIF1A	1
KIF21B	1
KIF25	1
KIF26B	1
KIF27	1
KIF5B	1
KIF6	1
KIF9	1
KIFC2	1
KIFC3	1
KIRREL	1
KIRREL2	1
KIRREL3	1
KITLG	1
KL	1
KLB	1
KLC1	1
KLC3	1
KLF1	1
KLF10	1
KLF12	1
KLF15	1
KLF4	1
KLF5	1
KLF6	1
KLF7	1
KLF8	1
KLF9	1
KLHDC9	1
KLHL11	1
KLHL12	1
KLHL15	1
KLHL20	1
KLHL22	1
KLHL28	1
KLHL3	1
KLHL30	1
KLHL36	1
KLHL5	1
KLHL7	1
KLK11	1
KLK13	1
KLK14	1
KLK9	1
KLRC1	1
KLRD1	1
KPNA5	1
KPNB1	1
KRBA2	1
KRCC1	1
KRT14	1
KRT17	1
KRT2	1
KRT28	1
KRT31	1
KRT33B	1
KRT35	1
KRT36	1
KRT38	1
KRT4	1
KRT6B	1
KRT76	1
KRT8	1
KRT81	1
KRTAP1-3	1
KRTAP10-1	1
KRTAP10-10	1
KRTAP10-2	1
KRTAP10-4	1
KRTAP10-7	1
KRTAP12-4	1
KRTAP19-1	1
KRTAP19-2	1
KRTAP19-4	1
KRTAP2-4	1
KRTAP22-1	1
KRTAP24-1	1
KRTAP3-3	1
KRTAP4-4	1
KRTAP4-5	1
KRTAP5-10	1
KRTAP5-11	1
KSR1	1
KTI12	1
KYNU	1
L1TD1	1
LACTB	1
LAIR1	1
LAMA4	1
LAMC2	1
LAMP1	1
LAMP2	1
LAMP3	1
LAMTOR2	1
LAMTOR3	1
LANCL2	1
LANCL3	1
LAPTM4A	1
LARGE	1
LARP1B	1
LARP4	1
LARP4B	1
LARP7	1
LBR	1
LCE1E	1
LCE2C	1
LCE3E	1
LCMT1	1
LCMT2	1
LCN1	1
LCN6	1
LCTL	1
LDHAL6A	1
LDHAL6B	1
LECT1	1
LEFTY2	1
LEKR1	1
LELP1	1
LEMD2	1
LENG1	1
LENG8	1
LEO1	1
LEPR	1
LEPRE1	1
LEPREL1	1
LEPREL4	1
LETM1	1
LFNG	1
LGALS9	1
LGALS9B	1
LGI3	1
LGR4	1
LGR6	1
LHFPL1	1
LHPP	1
LHX1	1
LHX2	1
LHX5	1
LHX8	1
LILRA1	1
LILRA5	1
LIMA1	1
LIMCH1	1
LIN54	1
LIN9	1
LIPF	1
LIPG	1
LIPI	1
LMBRD1	1
LMNB2	1
LMOD2	1
LMTK2	1
LMX1B	1
LOC283392	1
LOC283922	1
LOC392232	1
LOC407835	1
LOC440563	1
LOC642846	1
LOC728024	1
LOC728989	1
LONP2	1
LOXL3	1
LPAL2	1
LPAR4	1
LPCAT2	1
LPHN1	1
LPHN2	1
LPIN3	1
LPPR2	1
LPPR3	1
LPXN	1
LRAT	1
LRFN4	1
LRIG1	1
LRIT3	1
LRP11	1
LRP12	1
LRP2BP	1
LRP8	1
LRPPRC	1
LRRC1	1
LRRC15	1
LRRC23	1
LRRC28	1
LRRC3	1
LRRC37A2	1
LRRC37BP1	1
LRRC40	1
LRRC41	1
LRRC43	1
LRRC47	1
LRRC4B	1
LRRC52	1
LRRC56	1
LRRC57	1
LRRC73	1
LRRC8C	1
LRRC8E	1
LRRCC1	1
LRRTM2	1
LRTM2	1
LRWD1	1
LSG1	1
LSM14B	1
LSMD1	1
LTBP4	1
LTF	1
LUZP4	1
LY6G6C	1
LY6G6F	1
MAB21L3	1
MAD1L1	1
MADD	1
MAGEA1	1
MAGEA10	1
MAGEA11	1
MAGEA4	1
MAGEA5	1
MAGEB2	1
MAGEB3	1
MAGED1	1
MAGEE1	1
MAGI3	1
MAGIX	1
MAGOH	1
MAGT1	1
MAMDC2	1
MAML3	1
MAMLD1	1
MAN1A1	1
MAN2B2	1
MANBAL	1
MANEA	1
MANF	1
MAOA	1
MAP2	1
MAP2K1	1
MAP3K12	1
MAP3K13	1
MAP3K5	1
MAP4K2	1
MAP6	1
MAP7D1	1
MAP7D3	1
MAPK13	1
MAPK15	1
MAPK1IP1L	1
MAPK3	1
MAPK7	1
MAPK8	1
MAPKAPK2	1
MAPKAPK3	1
09-Mar	1
MARK3	1
MARK4	1
MAS1L	1
MASP2	1
MAST2	1
MAU2	1
MB21D2	1
MBD4	1
MBD5	1
MBD6	1
MBIP	1
MBL2	1
MBOAT1	1
MBOAT7	1
MCAT	1
MCCC1	1
MCF2	1
MCF2L	1
MCHR1	1
MCL1	1
MCM2	1
MCM3	1
MCM3AP	1
MCMBP	1
MCOLN1	1
MCOLN2	1
MCTP1	1
MDM1	1
MDM4	1
ME1	1
ME2	1
MECR	1
MED12L	1
MED13L	1
MED15	1
MED17	1
MED22	1
MED23	1
MED29	1
MED4	1
MEF2D	1
MEFV	1
MEGF11	1
MEGF6	1
MEI1	1
MELK	1
MEP1B	1
MEPE	1
MERTK	1
MESDC1	1
MEST	1
METTL1	1
METTL13	1
METTL24	1
METTL5	1
METTL7A	1
MFAP1	1
MFAP3	1
MFAP3L	1
MFGE8	1
MFNG	1
MFSD2A	1
MFSD2B	1
MFSD5	1
MFSD6	1
MFSD6L	1
MGA	1
MGAT5	1
MGAT5B	1
MGMT	1
MGRN1	1
MIA3	1
MICB	1
MICU1	1
MID1	1
MID2	1
MIOX	1
MIPEP	1
mir-34	1
MIS12	1
MKL2	1
MKRN1	1
MKRN2	1
MLH3	1
MLIP	1
MLL5	1
MLLT3	1
MLLT6	1
MLN	1
MLXIP	1
MLYCD	1
MMAB	1
MMD	1
MMD2	1
MME	1
MMP1	1
MMP10	1
MMP12	1
MMP17	1
MMP20	1
MMP21	1
MMP26	1
MMS22L	1
MN1	1
MNDA	1
MNT	1
MOAP1	1
MOB3C	1
MOCS1	1
MON1B	1
MON2	1
MORC2	1
MORC3	1
MORC4	1
MORF4L1	1
MORF4L2	1
MORN5	1
MPDZ	1
MPEG1	1
MPG	1
MPHOSPH9	1
MPLKIP	1
MPP1	1
MPP6	1
MPZL2	1
MRAP2	1
MRC2	1
MRE11A	1
MRGPRX1	1
MRPL13	1
MRPL23	1
MRPL30	1
MRPL55	1
MRPS12	1
MRPS25	1
MRPS26	1
MRPS34	1
MRPS35	1
MRTO4	1
MS4A1	1
MS4A6E	1
MS4A7	1
MSH5	1
MSL1	1
MSL2	1
MSLN	1
MSLNL	1
MSN	1
MSX2	1
MT1A	1
MTA1	1
MTA2	1
MTHFD1	1
MTHFD2L	1
MTHFSD	1
MTMR3	1
MTNR1B	1
MTRR	1
MTTP	1
MUC20	1
MUC21	1
MUC6	1
MUC7	1
MUL1	1
MUM1	1
MUSK	1
MUT	1
MUTYH	1
MVD	1
MVK	1
MX1	1
MXD1	1
MYADML	1
MYB	1
MYBBP1A	1
MYBPC3	1
MYC	1
MYCBP2	1
MYCBPAP	1
MYCN	1
MYCT1	1
MYEOV	1
MYEOV2	1
MYH10	1
MYL10	1
MYL3	1
MYLK	1
MYLK3	1
MYLK4	1
MYO16	1
MYO1E	1
MYO5A	1
MYO7A	1
MYO9A	1
MYOD1	1
MYOF	1
MYOZ1	1
MYOZ3	1
MZF1	1
MZT2A	1
N4BP3	1
NAAA	1
NACA	1
NACAD	1
NACC2	1
NADSYN1	1
NAGS	1
NAIP	1
NAMPT	1
NANOG	1
NANOS1	1
NANP	1
NAP1L1	1
NAP1L2	1
NAP1L4	1
NAPG	1
NAT10	1
NAT8B	1
NAV1	1
NCAPG2	1
NCAPH	1
NCBP2	1
NCCRP1	1
NCF1	1
NCF2	1
NCKAP1	1
NCKAP1L	1
NCKIPSD	1
NCL	1
NCOA1	1
NCOA3	1
NCOA6	1
NCOA7	1
NCSTN	1
NDC80	1
NDFIP1	1
NDRG1	1
NDRG4	1
NDST3	1
NDUFA10	1
NDUFA12	1
NDUFA4	1
NDUFA9	1
NDUFAF2	1
NDUFAF4	1
NDUFAF6	1
NDUFB1	1
NECAB2	1
NECAP2	1
NEDD8-MDP1	1
NEFL	1
NEIL2	1
NEIL3	1
NEK2	1
NEK4	1
NELF	1
NEMF	1
NES	1
NEU1	1
NEU4	1
NEURL	1
NEURL2	1
NEUROD2	1
NEUROD6	1
NEUROG2	1
NFASC	1
NFATC4	1
NFE2	1
NFE2L3	1
NFIA	1
NFIL3	1
NFKB1	1
NFKB2	1
NFKBIA	1
NFRKB	1
NFX1	1
NFXL1	1
NFYB	1
NGEF	1
NGF	1
NHLRC1	1
NHLRC2	1
NHLRC3	1
NICN1	1
NID1	1
NID2	1
NIM1	1
NINL	1
NIPA1	1
NIPAL1	1
NIPAL2	1
NIPAL4	1
NIT2	1
NKAIN1	1
NKAIN3	1
NKG7	1
NKIRAS1	1
NKTR	1
NLE1	1
NLGN1	1
NLGN3	1
NLGN4Y	1
NLRC4	1
NLRC5	1
NLRP6	1
NLRP9	1
NMBR	1
NMS	1
NMT2	1
NMUR1	1
NNT	1
NOB1	1
NOC2L	1
NOC3L	1
NOC4L	1
NOL11	1
NOL4	1
NOL9	1
NOMO1	1
NONO	1
NOP16	1
NOP2	1
NOP56	1
NOS1AP	1
NOS2	1
NOSIP	1
NOTCH2NL	1
NOTCH3	1
NOX5	1
NOXA1	1
NPBWR1	1
NPEPPS	1
NPHS2	1
NPIPL1	1
NPL	1
NPM1	1
NPRL3	1
NPSR1	1
NPY2R	1
NR0B2	1
NR1H3	1
NR1I2	1
NR2C2	1
NR5A2	1
NRAP	1
NRAS	1
NRCAM	1
NRD1	1
NRF1	1
NRG4	1
NRL	1
NRP1	1
NSD1	1
NSUN2	1
NSUN3	1
NSUN4	1
NT5DC3	1
NTF3	1
NTN1	1
NTNG1	1
NTRK3	1
NUAK2	1
NUB1	1
NUBP1	1
NUCB1	1
NUDCD1	1
NUDT12	1
NUDT14	1
NUDT16	1
NUDT2	1
NUDT21	1
NUF2	1
NUFIP1	1
NUFIP2	1
NUP188	1
NUP214	1
NUP62CL	1
NUP88	1
NUP98	1
NUPL2	1
NVL	1
NXF1	1
NXF5	1
NXN	1
O3FAR1	1
OBP2A	1
OBSL1	1
OCM2	1
ODAM	1
ODF3L2	1
OFD1	1
OGFOD1	1
OGG1	1
OGT	1
OIT3	1
OLA1	1
OLFM2	1
OLFM4	1
OLFML2B	1
OLIG2	1
OLIG3	1
OLR1	1
OMA1	1
OOEP	1
OPCML	1
OPLAH	1
OPN4	1
OPRD1	1
OPRK1	1
OPTN	1
OR10G2	1
OR10G7	1
OR10H2	1
OR10H3	1
OR10H4	1
OR10Q1	1
OR10V1	1
OR10W1	1
OR11G2	1
OR11H6	1
OR13A1	1
OR13H1	1
OR1A2	1
OR1C1	1
OR1D2	1
OR1D4	1
OR1D5	1
OR1E2	1
OR1F1	1
OR1I1	1
OR1J1	1
OR1J4	1
OR1L1	1
OR1L4	1
OR1M1	1
OR1N1	1
OR1N2	1
OR1Q1	1
OR2A2	1
OR2AE1	1
OR2AK2	1
OR2AT4	1
OR2B2	1
OR2B3	1
OR2B6	1
OR2C3	1
OR2F1	1
OR2G2	1
OR2J3	1
OR2L1P	1
OR2L2	1
OR2M1P	1
OR2M5	1
OR2T11	1
OR2T2	1
OR2W3	1
OR2W5	1
OR3A1	1
OR4A15	1
OR4A16	1
OR4C13	1
OR4C3	1
OR4D10	1
OR4D2	1
OR4D9	1
OR4E2	1
OR4F15	1
OR4S1	1
OR4X2	1
OR51A4	1
OR51B2	1
OR51D1	1
OR51V1	1
OR52A1	1
OR52B2	1
OR52B4	1
OR52D1	1
OR52E4	1
OR52J3	1
OR52K2	1
OR52L1	1
OR52N2	1
OR52N4	1
OR56A4	1
OR56B1	1
OR56B4	1
OR5AK2	1
OR5AN1	1
OR5AS1	1
OR5B12	1
OR5B3	1
OR5K2	1
OR5K3	1
OR5R1	1
OR5T2	1
OR5T3	1
OR6B3	1
OR6C1	1
OR6C68	1
OR6C70	1
OR6C74	1
OR6M1	1
OR6N1	1
OR6Q1	1
OR7A5	1
OR7C1	1
OR7D2	1
OR7E24	1
OR7G3	1
OR8B4	1
OR8G2	1
OR9A4	1
OR9I1	1
OR9K2	1
ORAI2	1
ORC3	1
ORC5	1
ORMDL3	1
OSBP	1
OSBPL10	1
OSBPL2	1
OSBPL3	1
OSBPL6	1
OSBPL8	1
OSGIN1	1
OSTC	1
OTOL1	1
OTOP1	1
OTOP2	1
OTUD4	1
OTUD6A	1
OTUD7A	1
OVGP1	1
OXA1L	1
OXCT2	1
OXR1	1
OXSM	1
OXSR1	1
P2RX2	1
P2RX5	1
P2RY13	1
P2RY2	1
P2RY4	1
P4HB	1
PAAF1	1
PABPC1L	1
PACRG	1
PADI3	1
PADI6	1
PAFAH2	1
PAGE2B	1
PAK1	1
PAK3	1
PAK7	1
PALLD	1
PALM	1
PAN2	1
PANX1	1
PANX2	1
PAOX	1
PAPD5	1
PAPD7	1
PAPLN	1
PAQR3	1
PAQR4	1
PAQR5	1
PARD3	1
PARK2	1
PARN	1
PARS2	1
PARVG	1
PASK	1
PATE2	1
PAX4	1
PAX6	1
PAX8	1
PCCB	1
PCDH12	1
PCDH20	1
PCDHB11	1
PCDHB15	1
PCDHB2	1
PCDHB3	1
PCDHB8	1
PCDHB9	1
PCGF5	1
PCGF6	1
PCID2	1
PCM1	1
PCNP	1
PCNT	1
PCSK4	1
PCSK5	1
PCSK9	1
PCYT1A	1
PCYT1B	1
PDC	1
PDCD1	1
PDCL2	1
PDE10A	1
PDE2A	1
PDE4B	1
PDE8A	1
PDE8B	1
PDGFD	1
PDGFRL	1
PDHA1	1
PDIA2	1
PDIA3	1
PDK4	1
PDLIM1	1
PDLIM5	1
PDP2	1
PDS5B	1
PDZRN3	1
PDZRN4	1
PEAR1	1
PELI1	1
PENK	1
PER1	1
PES1	1
PET112	1
PEX11A	1
PEX11B	1
PEX11G	1
PEX12	1
PEX5	1
PEX6	1
PFAS	1
PFDN2	1
PFDN4	1
PFKFB4	1
PFKL	1
PFKP	1
PGA5	1
PGAM4	1
PGAP3	1
PGK1	1
PGK2	1
PGLS	1
PGLYRP2	1
PGLYRP4	1
PGM1	1
PGP	1
PGPEP1L	1
PHACTR1	1
PHC1	1
PHEX	1
PHF1	1
PHF15	1
PHF17	1
PHF2	1
PHF20	1
PHF3	1
PHF5A	1
PHF6	1
PHF8	1
PHGDH	1
PHKG1	1
PHLDA1	1
PHLDA2	1
PHLDA3	1
PHLDB3	1
PHLPP1	1
PHOSPHO2	1
PHOX2B	1
PI4K2A	1
PI4KA	1
PIAS1	1
PIAS3	1
PICALM	1
PIDD	1
PIGF	1
PIGN	1
PIGU	1
PIGZ	1
PIH1D2	1
PIK3AP1	1
PIK3R3	1
PIK3R6	1
PILRA	1
PIM1	1
PIP	1
PIP5K1C	1
PIPOX	1
PIPSL	1
PISD	1
PITPNB	1
PITPNC1	1
PITPNM2	1
PITPNM3	1
PITX3	1
PIWIL4	1
PJA2	1
PKD1	1
PKD2L2	1
PKLR	1
PKN1	1
PKN2	1
PKN3	1
PKNOX1	1
PKNOX2	1
PKP4	1
PLA1A	1
PLA2G16	1
PLA2G2F	1
PLA2G3	1
PLA2G4D	1
PLA2G4E	1
PLA2G4F	1
PLA2G6	1
PLAC1L	1
PLAG1	1
PLAGL2	1
PLBD1	1
PLBD2	1
PLCB1	1
PLCB4	1
PLCE1	1
PLCXD1	1
PLCZ1	1
PLD1	1
PLD4	1
PLD5	1
PLEKHA6	1
PLEKHG4	1
PLEKHG5	1
PLEKHG7	1
PLEKHM2	1
PLEKHN1	1
PLEKHO1	1
PLSCR1	1
PLSCR3	1
PLTP	1
PLXNA3	1
PLXNB1	1
PLXNB3	1
PLXNC1	1
PLXND1	1
PM20D2	1
PMEL	1
PMEPA1	1
PMM1	1
PMPCA	1
PMS1	1
PNCK	1
PNISR	1
PNKD	1
PNLDC1	1
PNLIP	1
PNMA3	1
PNMA5	1
PNMAL1	1
PNPLA1	1
PNPLA2	1
PNPLA5	1
PNPT1	1
POC5	1
PODN	1
POLA1	1
POLA2	1
POLD4	1
POLE	1
POLE2	1
POLL	1
POLR1B	1
POLR2B	1
POLR3B	1
POLR3C	1
POLR3G	1
POU2AF1	1
POU2F1	1
POU2F2	1
POU2F3	1
POU3F4	1
POU4F3	1
POU5F1	1
POU5F2	1
PPA2	1
PPAN-P2RY11	1
PPARA	1
PPARG	1
PPARGC1B	1
PPBP	1
PPDPF	1
PPFIA2	1
PPFIA3	1
PPIC	1
PPID	1
PPIL2	1
PPIL6	1
PPM1B	1
PPM1H	1
PPM1L	1
PPM1N	1
PPME1	1
PPOX	1
PPP1CC	1
PPP1R10	1
PPP1R12B	1
PPP1R12C	1
PPP1R16A	1
PPP1R21	1
PPP1R7	1
PPP1R9A	1
PPP2R3A	1
PPP2R5B	1
PPP2R5E	1
PPP3CB	1
PPP3R2	1
PPP4R2	1
PPP6R1	1
PPP6R3	1
PPYR1	1
PQBP1	1
PQLC3	1
PRAMEF10	1
PRAMEF20	1
PRAMEF6	1
PRB1	1
PRCC	1
PRDM11	1
PRDM14	1
PRDM5	1
PRDM7	1
PREP	1
PRICKLE4	1
PRIM1	1
PRIM2	1
PRIMA1	1
PRKAG3	1
PRKAR1B	1
PRKAR2B	1
PRKCA	1
PRKCE	1
PRKD1	1
PRKD2	1
PRKD3	1
PRKRA	1
PRKX	1
PRLHR	1
PRMT8	1
PRODH	1
PROM2	1
PROS1	1
ProSAPiP1	1
PROSER1	1
PROX1	1
PROX2	1
PROZ	1
PRPF19	1
PRPF38A	1
PRPF4	1
PRPF4B	1
PRPF6	1
PRPSAP1	1
PRR23A	1
PRRC2A	1
PRRC2B	1
PRRG4	1
PRRT3	1
PRSS1	1
PRSS12	1
PRSS16	1
PRSS23	1
PRSS35	1
PRSS37	1
PRSS48	1
PSEN1	1
PSG11	1
PSG4	1
PSMA3	1
PSMA5	1
PSMA8	1
PSMB11	1
PSMC1	1
PSMC3	1
PSMD4	1
PSME4	1
PSORS1C1	1
PSRC1	1
PSTPIP2	1
PTAFR	1
PTBP1	1
PTCHD1	1
PTCHD2	1
PTGER4	1
PTGFRN	1
PTGIS	1
PTGR2	1
PTGS1	1
PTH2R	1
PTK6	1
PTK7	1
PTN	1
PTOV1	1
PTP4A1	1
PTPN12	1
PTPN13	1
PTPN18	1
PTPN2	1
PTPN6	1
PTPRE	1
PTPRJ	1
PTPRO	1
PTPRU	1
PUM2	1
PUS7	1
PVR	1
PVRL1	1
PVRL2	1
PWP2	1
PXDN	1
PXK	1
PXN	1
PYGL	1
PYGM	1
PYGO1	1
PZP	1
QPCT	1
QRFP	1
QRFPR	1
QSOX2	1
QTRT1	1
RAB11FIP2	1
RAB19	1
RAB23	1
RAB24	1
RAB28	1
RAB38	1
RAB3D	1
RABEP1	1
RABGGTA	1
RABL5	1
RACGAP1	1
RAD21	1
RAD23B	1
RAD50	1
RAD51C	1
RAD54L	1
RAD54L2	1
RAET1G	1
RAF1	1
RALBP1	1
RALGAPB	1
RAMP3	1
RANBP2	1
RAP2A	1
RAP2C	1
RAPGEF2	1
RAPGEF3	1
RAPGEF4	1
RAPGEF5	1
RARB	1
RARS	1
RASAL2	1
RASEF	1
RASGEF1B	1
RASGEF1C	1
RASGRP4	1
RASSF2	1
RASSF5	1
RASSF9	1
RAVER1	1
RBAK	1
RBBP4	1
RBBP8	1
RBCK1	1
RBL1	1
RBM10	1
RBM14	1
RBM15B	1
RBM18	1
RBM25	1
RBM27	1
RBM3	1
RBM33	1
RBM38	1
RBM46	1
RBM48	1
RBM6	1
RBMY1B	1
RBP2	1
RC3H2	1
RCBTB1	1
RCC1	1
RCN1	1
RCN3	1
RCOR1	1
RCVRN	1
RECK	1
RECQL4	1
REEP6	1
REG1B	1
RELT	1
REM2	1
REPS1	1
REPS2	1
REST	1
RETN	1
RETNLB	1
REV3L	1
REXO1L1	1
RFC1	1
RFC4	1
RFPL1	1
RFPL4B	1
RFX2	1
RFX3	1
RFX4	1
RGN	1
RGR	1
RGS1	1
RGS14	1
RGS21	1
RGS6	1
RHAG	1
RHBDD1	1
RHBDF2	1
RHOBTB2	1
RHOQ	1
RHOXF1	1
RHPN1	1
RIBC2	1
RIC3	1
RIC8A	1
RILP	1
RIMKLB	1
RIMS1	1
RIMS3	1
RIN1	1
RIOK3	1
RIPK1	1
RIPK3	1
RIT1	1
RIT2	1
RLBP1	1
RLN2	1
RMI1	1
RNASE2	1
RNASE4	1
RNASEH2B	1
RNF111	1
RNF112	1
RNF113A	1
RNF123	1
RNF141	1
RNF144A	1
RNF148	1
RNF151	1
RNF152	1
RNF157	1
RNF169	1
RNF181	1
RNF19A	1
RNF19B	1
RNF2	1
RNF207	1
RNF26	1
RNF32	1
RNF40	1
RNF5	1
RNF8	1
RNMTL1	1
RNPEP	1
ROCK1	1
ROCK2	1
ROPN1L	1
ROR2	1
RORB	1
RP1L1	1
RPA2	1
RPAIN	1
RPAP1	1
RPE	1
RPF1	1
RPF2	1
RPGR	1
RPGRIP1	1
RPGRIP1L	1
RPH3A	1
RPL13A	1
RPL15	1
RPL22	1
RPL22L1	1
RPL3L	1
RPL7	1
RPLP0	1
RPP30	1
RPRD1B	1
RPRM	1
RPS12	1
RPS21	1
RPS4X	1
RPS5	1
RPS6KA1	1
RPS6KA3	1
RPS6KA5	1
RPS6KC1	1
RRAD	1
RRAGA	1
RREB1	1
RRM2	1
RRNAD1	1
RRP15	1
RRP8	1
RRP9	1
RSF1	1
RSL1D1	1
RSU1	1
RTBDN	1
RTKN2	1
RTL1	1
RTN1	1
RTN2	1
RTN4RL2	1
RUFY1	1
RUFY3	1
RUFY4	1
RUNDC3B	1
RUNX1T1	1
RUNX2	1
RUVBL2	1
RXFP2	1
RXFP4	1
RYBP	1
S100A14	1
S100A7A	1
S1PR1	1
S1PR3	1
SAE1	1
SAFB	1
SAFB2	1
SALL2	1
SAMD15	1
SAMHD1	1
SARDH	1
SARS2	1
SART1	1
SBK2	1
SBSPON	1
SCAI	1
SCAMP2	1
SCAMP5	1
SCAND1	1
SCAP	1
SCAPER	1
SCARA5	1
SCARF2	1
SCEL	1
SCFD1	1
SCIMP	1
SCLY	1
SCN1B	1
SCN2A	1
SCN3B	1
SCN8A	1
SCNN1D	1
SCRN3	1
SCUBE2	1
SCUBE3	1
SCYL1	1
SCYL2	1
SDC2	1
SDC4	1
SDCCAG3	1
SDHAP1	1
SDK2	1
SEC16B	1
SEC24A	1
SEC24B	1
SEC24D	1
SEC31A	1
SEC62	1
SELRC1	1
SELT	1
SEMA3F	1
SEMA4A	1
SEMA4C	1
SEMA4D	1
SEMA5B	1
SEMA6B	1
SEMA6D	1
SEMA7A	1
SENP3	1
SENP8	1
11-Sep	1
04-Sep	1
SEPN1	1
SERINC4	1
SERPINA1	1
SERPINA10	1
SERPINA12	1
SERPINA5	1
SERPINA7	1
SERPINA9	1
SERPINB11	1
SERPINB2	1
SERPINB5	1
SERTAD2	1
SESN1	1
SESN3	1
SETD3	1
SETD6	1
SETD9	1
SETDB1	1
SETX	1
SF3A2	1
SF3B4	1
SFN	1
SFPQ	1
SFT2D1	1
SFTPD	1
SGCA	1
SGCD	1
SGMS2	1
SGOL1	1
SGSM2	1
SGSM3	1
SH2B2	1
SH2D1A	1
SH2D3A	1
SH2D4A	1
SH2D4B	1
SH3D19	1
SH3GL2	1
SH3GL3	1
SH3RF1	1
SH3RF3	1
SHC4	1
SHCBP1L	1
SHISA2	1
SHISA5	1
SHKBP1	1
SHOX	1
SHPK	1
SIGLEC12	1
SIK1	1
SIK2	1
SIK3	1
SIM2	1
SIPA1L3	1
SIRT2	1
SIRT3	1
SIRT5	1
SKP2	1
SLAMF1	1
SLBP	1
SLC10A4	1
SLC10A6	1
SLC11A1	1
SLC12A1	1
SLC12A4	1
SLC12A7	1
SLC12A9	1
SLC13A3	1
SLC14A1	1
SLC15A2	1
SLC16A13	1
SLC16A3	1
SLC16A5	1
SLC16A6	1
SLC18A1	1
SLC18A2	1
SLC18A3	1
SLC19A1	1
SLC19A3	1
SLC1A4	1
SLC1A7	1
SLC20A1	1
SLC22A11	1
SLC22A16	1
SLC22A18	1
SLC22A3	1
SLC22A4	1
SLC22A8	1
SLC23A1	1
SLC23A2	1
SLC24A3	1
SLC24A6	1
SLC25A11	1
SLC25A14	1
SLC25A19	1
SLC25A34	1
SLC25A36	1
SLC25A42	1
SLC25A47	1
SLC25A52	1
SLC26A10	1
SLC26A2	1
SLC26A7	1
SLC27A1	1
SLC29A2	1
SLC2A13	1
SLC2A3	1
SLC2A8	1
SLC30A4	1
SLC30A5	1
SLC30A7	1
SLC30A8	1
SLC34A1	1
SLC34A2	1
SLC34A3	1
SLC35A2	1
SLC35B1	1
SLC35B2	1
SLC35B3	1
SLC35C1	1
SLC35C2	1
SLC35D3	1
SLC35F3	1
SLC35F4	1
SLC35F5	1
SLC38A10	1
SLC38A4	1
SLC38A5	1
SLC38A6	1
SLC38A8	1
SLC39A1	1
SLC39A4	1
SLC39A7	1
SLC39A9	1
SLC44A1	1
SLC44A2	1
SLC44A4	1
SLC45A1	1
SLC47A1	1
SLC47A2	1
SLC52A3	1
SLC5A11	1
SLC5A5	1
SLC5A6	1
SLC6A15	1
SLC6A16	1
SLC6A17	1
SLC6A18	1
SLC6A20	1
SLC6A4	1
SLC6A5	1
SLC7A1	1
SLC7A10	1
SLC7A2	1
SLC7A4	1
SLC7A7	1
SLC7A8	1
SLC9A3	1
SLC9A5	1
SLC9A7P1	1
SLC9B2	1
SLCO1A2	1
SLCO2B1	1
SLCO4A1	1
SLCO4C1	1
SLFN11	1
SLFN12L	1
SLFN5	1
SLITRK1	1
SLITRK4	1
SLMAP	1
SLU7	1
SLURP1	1
SLX4	1
SMAD4	1
SMAD7	1
SMAGP	1
SMARCA1	1
SMARCA4	1
SMARCAL1	1
SMARCD1	1
SMARCD3	1
SMC2	1
SMCR8	1
SMEK1	1
SMG5	1
SMG7	1
SMO	1
SMOC1	1
SMOX	1
SMR3A	1
SMTN	1
SMTNL2	1
SMYD3	1
SMYD5	1
SNAP47	1
SNAPC4	1
SNRK	1
SNRNP48	1
SNRPB	1
SNTB1	1
SNX11	1
SNX14	1
SNX15	1
SNX16	1
SNX19	1
SNX20	1
SNX21	1
SNX24	1
SNX29	1
SNX32	1
SNX7	1
SOCS1	1
SOCS4	1
SON	1
SORBS1	1
SORBS2	1
SORL1	1
SOWAHB	1
SOX30	1
SOX4	1
SOX5	1
SOX6	1
SP1	1
SP140	1
SP3	1
SP5	1
SP7	1
SPACA1	1
SPAG1	1
SPAG16	1
SPAG8	1
SPANXC	1
SPANXN2	1
SPARCL1	1
SPAST	1
SPATA16	1
SPATA17	1
SPATA19	1
SPATA20	1
SPATA22	1
SPATA8	1
SPATS2	1
SPC25	1
SPDEF	1
SPDYC	1
SPDYE6	1
SPG11	1
SPG20	1
SPICE1	1
SPINK6	1
SPINLW1-WFDC6	1
SPIRE1	1
SPIRE2	1
SPNS1	1
SPO11	1
SPON2	1
SPPL2B	1
SPRR1A	1
SPSB1	1
SQSTM1	1
SRD5A1	1
SRD5A2	1
SREBF2	1
SRF	1
SRMS	1
SRPK3	1
SRPR	1
SRPX2	1
SRRD	1
SRRM1	1
SRSF11	1
SRSF12	1
SRSF2	1
SRSF6	1
SS18	1
SSH2	1
SSR3	1
SSRP1	1
SST	1
SSTR3	1
SSTR5	1
SSX1	1
SSX3	1
SSX5	1
